Review Date,Reviewer Name,Review Title,Review Content,Aggregated Sentiment,Sentiment Category
11-07-2019,Kayla2134,"Stylish, comfortable for baby and secure",The car seat/stroller combo is working great for us! Baby seems so comfortable when we go for strolls. The stroller moves smoothly when out and about. Received many compliments on the color.,2,positive
14-06-2020,phil,Best value,"Shyft is the best value for the money as it gives the light weight and firm design with good looks. It would be the best if I could remove all covers easily, especially the main stroller.",2,positive
12-09-2019,Jasmin15,Love it!,Definitely recommend! Love the stroller and car seat in Opal very beautiful color. Was easy to set up stroller and set up car seat in the car. Looks and feels really comfortable for baby.,2,positive
02-05-2019,Val76,Awesome Travel System,"[This review was collected as part of a promotion.] This travel system is a very versatile and top notch, easy to use product that is great for any new mother . I love the ease of assembly and it folds up for easy storage when not in use.",2,positive
08-08-2020,Jamie21,Great travel system,"I was hesitant since I couldn’t try it out in store, but I’m so happy with it so far!! I love the all black color. The versatility Is exactly what I was looking for in a travel system.",2,positive
28-06-2021,MichelleS,Overall excellent!,It’s very easy to store if you don’t have a lot of space as it just folds up nice and tight. Converts multiple different ways as your child grows! And it’s so smooth and easy to steer.,2,positive
06-06-2020,caleb,"Great, sturdy build!","The finishing and build quality is superb. Realized the cup holder had to be snapped into place, then it stays there well. Wheel-base is a bit wide but overall a very solid product.",2,positive
01-05-2019,Dlb123,SOOOO innovative!!!,"[This review was collected as part of a promotion.] The safe tracking thing is such a genius idea!!! My mind is BLOWN! Also, this is such a pretty and simple design, it’s beautiful. The stroller itself rides incredibly smooth. 10/10!!",2,positive
08-11-2020,VertNellie,Super Easy To Use,The stroller was so easy to put together. The car seat is very safe and secure. The chest clip is very tight and wreaks havoc on the nails but your baby will be very well protected.,2,positive
18-12-2019,Shaeleec,So easy to set up and. Install,I bought this for my first baby and I love it! I have been looking for a luxury looking car seat with safety features and this has all of them. So easy to use very glad I purchased.,2,positive
05-11-2019,mom28,Great Style,"This stroller is nice and sleek not bulky at all! It is very easy to attach either the seat or car seat Also I love the sensor safe feature, it adds a little bit of extra comfort.",2,positive
28-09-2020,Ash0220,Safe & quick assembly!,"We bought this as first time parents and are so happy with how quick it was to assemble, the safety features, and how sturdy it feels! Can't wait to use it more with our newborn!",2,positive
28-10-2020,Chinam23,"Great Features, easy assembly",We received this is a baby shower gift and could not be happier with the results to date. Easy packaging & Assembly. Can't wait for nicer days to enjoy with our ne bundle of joy.,2,positive
19-11-2019,HudsonFamily17,Best car seat/stroller on the market,My wife and I purchased this system strictly because of the amazing safety technology and overall rating. I love every feature and it makes everything so much easier for my wife,2,positive
28-06-2021,ArgelisN,,"Really nice stroller, I had a difficult time deciding which stroller I wanted for my baby boy but Im glad I picked this one. The price is very affordable and it’s safe for baby",2,positive
09-03-2020,MissEllen89,I love it,I do have to say I did a lot of research before this purchase and I'm so glad I did. I love this travel system for so many reasons and its absolutely beautiful. thanks so much,2,positive
01-04-2020,Kristinmacd,"Stylish, versatile, and smooth.","Stylish, versatile, and smooth. We bought this for our new baby and like it a lot. The breathing sensor gives me peace of mind and the travel system is very convenient. Happy!",2,positive
